order_id,order_date,order_year_month,customer_id,signup_date,signup_cohort,acquisition_channel,city,product_id,product_category,quantity,gross_amount,discount_amount,net_revenue,shipping_cost,payment_fee,total_cogs,cm2_operating_profit,discount_pct
ORD-048581,2025-03-14,2025-03,9704,2025-02-22,2025-02,Paid Search,Bengaluru,P103,Fashion,1,899.0,0.0,899.0,80.0,17.98,300.0,501.02,0.0
ORD-048582,2024-09-05,2024-09,7642,2024-08-31,2024-08,Organic Search,Mumbai,P105,Home & Kitchen,1,999.0,99.9,899.1,100.0,17.98,400.0,381.12,10.0
ORD-048583,2025-08-02,2025-08,3733,2025-03-24,2025-03,Paid Search,Bengaluru,P101,Electronics,1,1999.0,699.65,1299.35,80.0,25.99,1200.0,-6.640000000000089,35.0
ORD-048584,2024-12-28,2024-12,2064,2024-11-16,2024-11,Meta Ads,Mumbai,P103,Fashion,1,899.0,0.0,899.0,60.0,17.98,300.0,521.02,0.0
ORD-048585,2026-02-25,2026-02,7416,2025-12-05,2025-12,Meta Ads,Bengaluru,P103,Fashion,1,899.0,224.75,674.25,60.0,13.48,300.0,300.77,25.0
ORD-048586,2025-09-17,2025-09,7304,2025-09-14,2025-09,Organic Search,Bengaluru,P103,Fashion,3,2697.0,134.85,2562.15,80.0,51.24,900.0,1530.91,5.0
ORD-048587,2025-06-08,2025-06,7179,2025-01-26,2025-01,Paid Search,Mumbai,P105,Home & Kitchen,1,999.0,0.0,999.0,100.0,19.98,400.0,479.02,0.0
ORD-048588,2026-05-07,2026-05,7080,2025-11-13,2025-11,Meta Ads,Pune,P106,Beauty & Grooming,2,998.0,149.7,848.3,60.0,16.97,300.0,471.3299999999999,15.0
ORD-048589,2025-04-07,2025-04,5382,2025-04-07,2025-04,Paid Search,Bengaluru,P101,Electronics,2,3998.0,1399.3,2598.7,60.0,51.97,2400.0,86.72999999999982,35.0
ORD-048590,2025-03-02,2025-03,8576,2025-01-22,2025-01,Paid Search,Bengaluru,P106,Beauty & Grooming,1,499.0,74.85,424.15,100.0,8.48,150.0,165.67,15.0
ORD-048591,2025-04-02,2025-04,4010,2025-03-09,2025-03,Paid Search,Mumbai,P106,Beauty & Grooming,2,998.0,349.3,648.7,80.0,12.97,300.0,255.73000000000005,35.0
ORD-048592,2025-06-01,2025-06,9597,2025-04-30,2025-04,Meta Ads,Hyderabad,P104,Fashion,1,1499.0,224.85,1274.15,100.0,25.48,600.0,548.6700000000001,15.0
ORD-048593,2026-02-04,2026-02,5584,2026-01-27,2026-01,Organic Search,Hyderabad,P107,Beauty & Grooming,2,1398.0,0.0,1398.0,80.0,27.96,500.0,790.04,0.0
ORD-048594,2026-02-16,2026-02,10316,2025-12-13,2025-12,Paid Search,Bengaluru,P105,Home & Kitchen,1,999.0,249.75,749.25,60.0,14.98,400.0,274.27,25.0
ORD-048595,2026-06-12,2026-06,3793,2026-05-30,2026-05,Meta Ads,Mumbai,P105,Home & Kitchen,1,999.0,349.65,649.35,60.0,12.99,400.0,176.36,35.0
ORD-048596,2026-04-27,2026-04,10218,2026-03-14,2026-03,Influencer,Delhi NCR,P105,Home & Kitchen,1,999.0,49.95,949.05,80.0,18.98,400.0,450.06999999999994,5.0
ORD-048597,2025-02-23,2025-02,2533,2025-02-18,2025-02,Organic Search,Pune,P101,Electronics,1,1999.0,0.0,1999.0,100.0,39.98,1200.0,659.02,0.0
ORD-048598,2025-02-05,2025-02,1528,2025-01-01,2025-01,Paid Search,Hyderabad,P106,Beauty & Grooming,1,499.0,124.75,374.25,60.0,7.48,150.0,156.77,25.0
ORD-048599,2024-10-25,2024-10,7839,2024-09-30,2024-09,Paid Search,Bengaluru,P107,Beauty & Grooming,1,699.0,244.65,454.35,60.0,9.09,250.0,135.26000000000002,35.0
ORD-048600,2024-10-23,2024-10,3447,2024-10-18,2024-10,Paid Search,Delhi NCR,P102,Electronics,1,799.0,279.65,519.35,60.0,10.39,450.0,-1.0399999999999778,35.0
ORD-048601,2024-12-04,2024-12,8191,2024-12-02,2024-12,Meta Ads,Mumbai,P106,Beauty & Grooming,3,1497.0,523.95,973.05,60.0,19.46,450.0,443.59,35.0
ORD-048602,2024-12-10,2024-12,9439,2024-09-15,2024-09,Organic Search,Mumbai,P104,Fashion,1,1499.0,0.0,1499.0,60.0,29.98,600.0,809.02,0.0
ORD-048603,2024-11-18,2024-11,1628,2024-10-14,2024-10,Organic Search,Hyderabad,P104,Fashion,1,1499.0,74.95,1424.05,80.0,28.48,600.0,715.5699999999999,5.0
ORD-048604,2026-01-12,2026-01,3117,2025-11-23,2025-11,Meta Ads,Hyderabad,P104,Fashion,1,1499.0,224.85,1274.15,80.0,25.48,600.0,568.6700000000001,15.0
ORD-048605,2024-11-21,2024-11,7042,2024-10-01,2024-10,Paid Search,Mumbai,P102,Electronics,1,799.0,279.65,519.35,60.0,10.39,450.0,-1.0399999999999778,35.0
ORD-048606,2025-11-04,2025-11,7708,2025-10-21,2025-10,Meta Ads,Hyderabad,P105,Home & Kitchen,1,999.0,149.85,849.15,60.0,16.98,400.0,372.16999999999996,15.0
ORD-048607,2026-03-08,2026-03,9800,2026-01-09,2026-01,Meta Ads,Mumbai,P102,Electronics,1,799.0,279.65,519.35,60.0,10.39,450.0,-1.0399999999999778,35.0
ORD-048608,2025-04-27,2025-04,7429,2025-04-26,2025-04,Paid Search,Mumbai,P104,Fashion,2,2998.0,749.5,2248.5,100.0,44.97,1200.0,903.53,25.0
ORD-048609,2025-01-11,2025-01,3194,2025-01-08,2025-01,Meta Ads,Hyderabad,P105,Home & Kitchen,1,999.0,249.75,749.25,80.0,14.98,400.0,254.27,25.0
ORD-048610,2026-02-16,2026-02,6403,2026-02-09,2026-02,Email Referral,Delhi NCR,P101,Electronics,2,3998.0,199.9,3798.1,60.0,75.96,2400.0,1262.1399999999999,5.0
ORD-048611,2025-01-24,2025-01,1298,2024-12-21,2024-12,Paid Search,Hyderabad,P104,Fashion,2,2998.0,749.5,2248.5,60.0,44.97,1200.0,943.53,25.0
ORD-048613,2026-02-22,2026-02,4294,2026-01-26,2026-01,Meta Ads,Pune,P101,Electronics,1,1999.0,699.65,1299.35,60.0,25.99,1200.0,13.35999999999991,35.0
ORD-048614,2025-11-10,2025-11,10737,2025-09-16,2025-09,Organic Search,Mumbai,P102,Electronics,1,799.0,79.9,719.1,80.0,14.38,450.0,174.72000000000003,10.0
ORD-048615,2025-06-18,2025-06,6158,2025-06-01,2025-06,Organic Search,Hyderabad,P106,Beauty & Grooming,1,499.0,0.0,499.0,60.0,9.98,150.0,279.02,0.0
ORD-048616,2024-10-26,2024-10,10675,2024-10-14,2024-10,Meta Ads,Bengaluru,P105,Home & Kitchen,1,999.0,149.85,849.15,80.0,16.98,400.0,352.16999999999996,15.0
ORD-048617,2025-12-19,2025-12,6190,2025-10-05,2025-10,Paid Search,Bengaluru,P107,Beauty & Grooming,1,699.0,174.75,524.25,80.0,10.48,250.0,183.77,25.0
ORD-048618,2025-08-21,2025-08,9974,2025-08-07,2025-08,Paid Search,Hyderabad,P105,Home & Kitchen,1,999.0,249.75,749.25,100.0,14.98,400.0,234.27,25.0
ORD-048619,2024-11-18,2024-11,3050,2024-10-25,2024-10,Paid Search,Mumbai,P102,Electronics,1,799.0,119.85,679.15,60.0,13.58,450.0,155.56999999999996,15.0
ORD-048620,2025-09-05,2025-09,4685,2025-06-14,2025-06,Organic Search,Delhi NCR,P101,Electronics,1,1999.0,0.0,1999.0,60.0,39.98,1200.0,699.02,0.0
ORD-048621,2025-04-01,2025-04,7986,2025-02-19,2025-02,Paid Search,Bengaluru,P106,Beauty & Grooming,1,499.0,74.85,424.15,100.0,8.48,150.0,165.67,15.0
ORD-048622,2025-05-01,2025-05,4285,2025-03-21,2025-03,Meta Ads,Pune,P102,Electronics,3,2397.0,0.0,2397.0,80.0,47.94,1350.0,919.06,0.0
ORD-048623,2025-08-01,2025-08,1083,2025-07-28,2025-07,Paid Search,Hyderabad,P104,Fashion,2,2998.0,449.7,2548.3,60.0,50.97,1200.0,1237.3300000000002,15.0
ORD-048624,2025-10-15,2025-10,5451,2025-10-02,2025-10,Meta Ads,Bengaluru,P103,Fashion,1,899.0,0.0,899.0,100.0,17.98,300.0,481.02,0.0
ORD-048625,2024-12-08,2024-12,9333,2024-11-18,2024-11,Influencer,Mumbai,P102,Electronics,2,1598.0,0.0,1598.0,80.0,31.96,900.0,586.04,0.0
ORD-048626,2025-11-04,2025-11,2832,2025-10-06,2025-10,Organic Search,Pune,P104,Fashion,1,1499.0,0.0,1499.0,100.0,29.98,600.0,769.02,0.0
ORD-048627,2025-12-19,2025-12,7744,2025-11-08,2025-11,Influencer,Delhi NCR,P105,Home & Kitchen,1,999.0,0.0,999.0,60.0,19.98,400.0,519.02,0.0
ORD-048628,2026-01-10,2026-01,7098,2026-01-08,2026-01,Influencer,Bengaluru,P106,Beauty & Grooming,1,499.0,49.9,449.1,60.0,8.98,150.0,230.12000000000003,10.0
ORD-048629,2025-11-14,2025-11,6516,2025-07-09,2025-07,Organic Search,Mumbai,P104,Fashion,3,4497.0,224.85,4272.15,60.0,85.44,1800.0,2326.7099999999996,5.0
ORD-048630,2026-05-18,2026-05,5931,2026-01-31,2026-01,Meta Ads,Delhi NCR,P105,Home & Kitchen,3,2997.0,449.55,2547.45,80.0,50.95,1200.0,1216.4999999999998,15.0
ORD-048631,2026-06-02,2026-06,7937,2026-03-09,2026-03,Paid Search,Hyderabad,P103,Fashion,2,1798.0,0.0,1798.0,60.0,35.96,600.0,1102.04,0.0
ORD-048632,2025-02-22,2025-02,1931,2025-01-16,2025-01,Paid Search,Bengaluru,P103,Fashion,2,1798.0,269.7,1528.3,100.0,30.57,600.0,797.7299999999999,15.0
ORD-048633,2025-02-23,2025-02,6008,2025-01-08,2025-01,Influencer,Bengaluru,P102,Electronics,2,1598.0,79.9,1518.1,100.0,30.36,900.0,487.7399999999999,5.0
ORD-048634,2025-11-03,2025-11,3289,2025-09-02,2025-09,Meta Ads,Pune,P107,Beauty & Grooming,2,1398.0,349.5,1048.5,80.0,20.97,500.0,447.53,25.0
ORD-048635,2025-02-20,2025-02,3672,2025-02-12,2025-02,Meta Ads,Bengaluru,P106,Beauty & Grooming,1,499.0,0.0,499.0,80.0,9.98,150.0,259.02,0.0
ORD-048636,2026-07-06,2026-07,6421,2026-02-13,2026-02,Paid Search,Bengaluru,P103,Fashion,2,1798.0,269.7,1528.3,60.0,30.57,600.0,837.7299999999999,15.0
ORD-048637,2025-04-26,2025-04,10209,2025-03-03,2025-03,Organic Search,Delhi NCR,P106,Beauty & Grooming,1,499.0,24.95,474.05,60.0,9.48,150.0,254.57000000000002,5.0
ORD-048638,2024-11-13,2024-11,10368,2024-11-09,2024-11,Influencer,Hyderabad,P102,Electronics,1,799.0,39.95,759.05,60.0,15.18,450.0,233.86999999999995,5.0
ORD-048639,2025-03-08,2025-03,2021,2025-02-01,2025-02,Organic Search,Bengaluru,P101,Electronics,1,1999.0,0.0,1999.0,60.0,39.98,1200.0,699.02,0.0
ORD-048640,2025-05-24,2025-05,10178,2025-05-13,2025-05,Organic Search,Mumbai,P106,Beauty & Grooming,1,499.0,24.95,474.05,80.0,9.48,150.0,234.57000000000002,5.0
ORD-048641,2026-01-12,2026-01,3954,2025-12-31,2025-12,Meta Ads,Hyderabad,P105,Home & Kitchen,1,999.0,349.65,649.35,60.0,12.99,400.0,176.36,35.0
ORD-048642,2025-06-04,2025-06,5883,2025-04-09,2025-04,Influencer,Pune,P102,Electronics,2,1598.0,159.8,1438.2,100.0,28.76,900.0,409.44000000000005,10.0
ORD-048643,2025-09-19,2025-09,7936,2025-08-26,2025-08,Meta Ads,Hyderabad,P106,Beauty & Grooming,2,998.0,349.3,648.7,60.0,12.97,300.0,275.73,35.0
ORD-048644,2025-05-29,2025-05,6309,2025-05-24,2025-05,Influencer,Mumbai,P106,Beauty & Grooming,1,499.0,0.0,499.0,100.0,9.98,150.0,239.02,0.0
ORD-048645,2024-09-14,2024-09,7277,2024-09-07,2024-09,Paid Search,Hyderabad,P107,Beauty & Grooming,1,699.0,174.75,524.25,60.0,10.48,250.0,203.77,25.0
ORD-048646,2024-12-11,2024-12,5197,2024-12-07,2024-12,Paid Search,Bengaluru,P103,Fashion,2,1798.0,629.3,1168.7,100.0,23.37,600.0,445.33000000000004,35.0
ORD-048647,2026-01-01,2026-01,9098,2025-12-31,2025-12,Paid Search,Hyderabad,P106,Beauty & Grooming,1,499.0,174.65,324.35,60.0,6.49,150.0,107.86000000000003,35.0
ORD-048648,2026-05-14,2026-05,6478,2026-02-20,2026-02,Organic Search,Bengaluru,P103,Fashion,1,899.0,0.0,899.0,60.0,17.98,300.0,521.02,0.0
ORD-048649,2025-03-22,2025-03,7108,2025-03-20,2025-03,Paid Search,Bengaluru,P106,Beauty & Grooming,1,499.0,0.0,499.0,80.0,9.98,150.0,259.02,0.0
ORD-048650,2026-07-19,2026-07,10740,2026-06-19,2026-06,Organic Search,Hyderabad,P105,Home & Kitchen,2,1998.0,0.0,1998.0,80.0,39.96,800.0,1078.04,0.0
ORD-048651,2024-12-22,2024-12,6485,2024-12-21,2024-12,Organic Search,Pune,P105,Home & Kitchen,3,2997.0,149.85,2847.15,80.0,56.94,1200.0,1510.21,5.0
ORD-048652,2026-03-01,2026-03,4181,2025-12-31,2025-12,Paid Search,Delhi NCR,P106,Beauty & Grooming,2,998.0,349.3,648.7,60.0,12.97,300.0,275.73,35.0
ORD-048653,2025-04-21,2025-04,1187,2025-04-19,2025-04,Influencer,Pune,P101,Electronics,1,1999.0,0.0,1999.0,60.0,39.98,1200.0,699.02,0.0
ORD-048654,2025-11-25,2025-11,4477,2025-11-23,2025-11,Email Referral,Hyderabad,P101,Electronics,1,1999.0,99.95,1899.05,80.0,37.98,1200.0,581.0699999999999,5.0
ORD-048655,2025-07-12,2025-07,6472,2025-06-22,2025-06,Paid Search,Mumbai,P103,Fashion,1,899.0,134.85,764.15,100.0,15.28,300.0,348.87,15.0
ORD-048656,2025-04-21,2025-04,4033,2025-04-01,2025-04,Organic Search,Mumbai,P105,Home & Kitchen,2,1998.0,199.8,1798.2,80.0,35.96,800.0,882.24,10.0
ORD-048657,2024-09-18,2024-09,1047,2024-09-05,2024-09,Paid Search,Pune,P102,Electronics,1,799.0,119.85,679.15,60.0,13.58,450.0,155.56999999999996,15.0
ORD-048658,2025-10-07,2025-10,3869,2025-05-30,2025-05,Paid Search,Pune,P107,Beauty & Grooming,2,1398.0,209.7,1188.3,80.0,23.77,500.0,584.53,15.0
ORD-048659,2025-09-06,2025-09,4913,2025-08-20,2025-08,Paid Search,Pune,P106,Beauty & Grooming,2,998.0,0.0,998.0,60.0,19.96,300.0,618.04,0.0
ORD-048660,2025-12-02,2025-12,4038,2025-11-27,2025-11,Email Referral,Hyderabad,P106,Beauty & Grooming,1,499.0,0.0,499.0,100.0,9.98,150.0,239.02,0.0
ORD-048661,2026-06-01,2026-06,4306,2026-01-08,2026-01,Meta Ads,Hyderabad,P102,Electronics,2,1598.0,559.3,1038.7,60.0,20.77,900.0,57.93000000000005,35.0
ORD-048662,2025-05-02,2025-05,2614,2025-03-19,2025-03,Paid Search,Delhi NCR,P105,Home & Kitchen,2,1998.0,299.7,1698.3,60.0,33.97,800.0,804.3299999999999,15.0
ORD-048663,2025-04-09,2025-04,7361,2025-04-09,2025-04,Paid Search,Pune,P104,Fashion,1,1499.0,224.85,1274.15,100.0,25.48,600.0,548.6700000000001,15.0
ORD-048664,2025-10-27,2025-10,7318,2025-10-09,2025-10,Meta Ads,Bengaluru,P101,Electronics,1,1999.0,499.75,1499.25,80.0,29.98,1200.0,189.27,25.0
ORD-048665,2025-09-25,2025-09,10893,2025-06-14,2025-06,Influencer,Pune,P107,Beauty & Grooming,1,699.0,0.0,699.0,80.0,13.98,250.0,355.02,0.0
ORD-048666,2025-01-28,2025-01,9146,2024-12-22,2024-12,Paid Search,Delhi NCR,P104,Fashion,1,1499.0,524.65,974.35,80.0,19.49,600.0,274.86,35.0
ORD-048667,2025-12-10,2025-12,10629,2025-11-23,2025-11,Paid Search,Delhi NCR,P102,Electronics,2,1598.0,559.3,1038.7,60.0,20.77,900.0,57.93000000000005,35.0
ORD-048668,2025-06-01,2025-06,1113,2025-05-24,2025-05,Email Referral,Hyderabad,P105,Home & Kitchen,2,1998.0,0.0,1998.0,60.0,39.96,800.0,1098.04,0.0
ORD-048669,2026-08-10,2026-08,5242,2026-06-16,2026-06,Meta Ads,Pune,P102,Electronics,1,799.0,279.65,519.35,60.0,10.39,450.0,-1.0399999999999778,35.0
ORD-048670,2026-03-29,2026-03,3692,2026-02-21,2026-02,Meta Ads,Pune,P101,Electronics,1,1999.0,499.75,1499.25,80.0,29.98,1200.0,189.27,25.0
ORD-048671,2025-06-18,2025-06,4585,2025-04-10,2025-04,Meta Ads,Bengaluru,P102,Electronics,1,799.0,199.75,599.25,80.0,11.98,450.0,57.269999999999996,25.0
ORD-048672,2025-10-25,2025-10,3346,2025-09-15,2025-09,Organic Search,Delhi NCR,P106,Beauty & Grooming,1,499.0,0.0,499.0,60.0,9.98,150.0,279.02,0.0
ORD-048673,2026-04-18,2026-04,1056,2026-02-04,2026-02,Email Referral,Delhi NCR,P106,Beauty & Grooming,2,998.0,0.0,998.0,60.0,19.96,300.0,618.04,0.0
ORD-048674,2025-04-08,2025-04,1581,2025-03-26,2025-03,Meta Ads,Delhi NCR,P105,Home & Kitchen,3,2997.0,749.25,2247.75,60.0,44.96,1200.0,942.79,25.0
ORD-048675,2024-11-20,2024-11,4546,2024-11-11,2024-11,Paid Search,Hyderabad,P105,Home & Kitchen,1,999.0,149.85,849.15,80.0,16.98,400.0,352.16999999999996,15.0
ORD-048676,2025-09-07,2025-09,8562,2025-07-27,2025-07,Organic Search,Mumbai,P105,Home & Kitchen,1,999.0,0.0,999.0,100.0,19.98,400.0,479.02,0.0
ORD-048677,2025-06-17,2025-06,8738,2025-04-20,2025-04,Paid Search,Delhi NCR,P101,Electronics,1,1999.0,0.0,1999.0,60.0,39.98,1200.0,699.02,0.0
ORD-048678,2026-04-12,2026-04,2668,2025-11-04,2025-11,Email Referral,Mumbai,P107,Beauty & Grooming,1,699.0,69.9,629.1,80.0,12.58,250.0,286.52000000000004,10.0
ORD-048679,2025-08-28,2025-08,9411,2025-07-16,2025-07,Meta Ads,Hyderabad,P102,Electronics,1,799.0,119.85,679.15,60.0,13.58,450.0,155.56999999999996,15.0
ORD-048680,2025-07-02,2025-07,10084,2025-05-04,2025-05,Organic Search,Pune,P101,Electronics,2,3998.0,199.9,3798.1,80.0,75.96,2400.0,1242.1399999999999,5.0
ORD-048681,2025-02-12,2025-02,5427,2025-01-23,2025-01,Paid Search,Hyderabad,P101,Electronics,2,3998.0,999.5,2998.5,60.0,59.97,2400.0,478.53,25.0
ORD-048682,2025-02-08,2025-02,6259,2024-12-16,2024-12,Meta Ads,Delhi NCR,P102,Electronics,2,1598.0,399.5,1198.5,100.0,23.97,900.0,174.53,25.0
ORD-048683,2026-03-15,2026-03,7648,2026-01-08,2026-01,Influencer,Delhi NCR,P104,Fashion,2,2998.0,149.9,2848.1,80.0,56.96,1200.0,1511.1399999999999,5.0
ORD-048684,2025-07-22,2025-07,8939,2025-07-01,2025-07,Meta Ads,Mumbai,P102,Electronics,1,799.0,119.85,679.15,100.0,13.58,450.0,115.56999999999998,15.0
ORD-048685,2026-05-19,2026-05,1844,2026-02-16,2026-02,Email Referral,Bengaluru,P106,Beauty & Grooming,1,499.0,24.95,474.05,60.0,9.48,150.0,254.57000000000002,5.0
ORD-048686,2025-06-22,2025-06,4512,2025-05-11,2025-05,Paid Search,Bengaluru,P101,Electronics,1,1999.0,499.75,1499.25,60.0,29.98,1200.0,209.27,25.0
ORD-048687,2025-03-15,2025-03,7709,2025-03-14,2025-03,Organic Search,Bengaluru,P103,Fashion,1,899.0,0.0,899.0,60.0,17.98,300.0,521.02,0.0
ORD-048688,2024-09-13,2024-09,4838,2024-09-01,2024-09,Paid Search,Hyderabad,P104,Fashion,1,1499.0,524.65,974.35,60.0,19.49,600.0,294.86,35.0
ORD-048689,2025-12-26,2025-12,2120,2025-10-30,2025-10,Paid Search,Delhi NCR,P107,Beauty & Grooming,1,699.0,174.75,524.25,80.0,10.48,250.0,183.77,25.0
ORD-048690,2025-08-21,2025-08,10994,2025-07-20,2025-07,Influencer,Mumbai,P104,Fashion,1,1499.0,0.0,1499.0,60.0,29.98,600.0,809.02,0.0
ORD-048691,2026-06-17,2026-06,10328,2026-05-22,2026-05,Paid Search,Mumbai,P103,Fashion,1,899.0,134.85,764.15,80.0,15.28,300.0,368.87,15.0
ORD-048692,2025-02-22,2025-02,7035,2024-09-19,2024-09,Organic Search,Mumbai,P107,Beauty & Grooming,1,699.0,0.0,699.0,60.0,13.98,250.0,375.02,0.0
ORD-048693,2026-06-24,2026-06,4766,2026-06-01,2026-06,Paid Search,Bengaluru,P104,Fashion,1,1499.0,374.75,1124.25,60.0,22.48,600.0,441.77,25.0
ORD-048694,2024-11-27,2024-11,8915,2024-11-22,2024-11,Paid Search,Pune,P102,Electronics,2,1598.0,0.0,1598.0,60.0,31.96,900.0,606.04,0.0
ORD-048695,2026-04-14,2026-04,7398,2026-03-25,2026-03,Paid Search,Bengaluru,P103,Fashion,2,1798.0,629.3,1168.7,60.0,23.37,600.0,485.33000000000004,35.0
ORD-048696,2025-04-19,2025-04,7432,2024-11-20,2024-11,Email Referral,Pune,P107,Beauty & Grooming,1,699.0,0.0,699.0,60.0,13.98,250.0,375.02,0.0
ORD-048698,2026-03-28,2026-03,2939,2026-01-05,2026-01,Meta Ads,Mumbai,P103,Fashion,1,899.0,314.65,584.35,60.0,11.69,300.0,212.66000000000003,35.0
ORD-048699,2025-11-26,2025-11,4056,2025-09-19,2025-09,Email Referral,Mumbai,P102,Electronics,2,1598.0,0.0,1598.0,60.0,31.96,900.0,606.04,0.0
ORD-048700,2025-05-07,2025-05,9387,2025-04-03,2025-04,Email Referral,Delhi NCR,P104,Fashion,1,1499.0,74.95,1424.05,60.0,28.48,600.0,735.5699999999999,5.0
ORD-048701,2025-04-05,2025-04,4097,2025-03-17,2025-03,Email Referral,Delhi NCR,P104,Fashion,1,1499.0,0.0,1499.0,60.0,29.98,600.0,809.02,0.0
ORD-048702,2025-10-20,2025-10,2030,2025-08-12,2025-08,Influencer,Hyderabad,P106,Beauty & Grooming,1,499.0,0.0,499.0,80.0,9.98,150.0,259.02,0.0
ORD-048703,2025-06-02,2025-06,2505,2025-05-22,2025-05,Meta Ads,Bengaluru,P105,Home & Kitchen,2,1998.0,699.3,1298.7,60.0,25.97,800.0,412.73,35.0
ORD-048704,2025-10-25,2025-10,1865,2025-09-29,2025-09,Meta Ads,Hyderabad,P102,Electronics,2,1598.0,0.0,1598.0,60.0,31.96,900.0,606.04,0.0
ORD-048705,2025-06-04,2025-06,3191,2025-03-13,2025-03,Paid Search,Hyderabad,P107,Beauty & Grooming,1,699.0,0.0,699.0,80.0,13.98,250.0,355.02,0.0
ORD-048706,2026-06-13,2026-06,10876,2026-05-24,2026-05,Paid Search,Hyderabad,P104,Fashion,2,2998.0,449.7,2548.3,100.0,50.97,1200.0,1197.3300000000002,15.0
ORD-048707,2025-05-17,2025-05,1490,2025-03-21,2025-03,Influencer,Delhi NCR,P105,Home & Kitchen,2,1998.0,0.0,1998.0,60.0,39.96,800.0,1098.04,0.0
ORD-048708,2025-08-27,2025-08,8128,2025-08-01,2025-08,Paid Search,Pune,P105,Home & Kitchen,1,999.0,349.65,649.35,60.0,12.99,400.0,176.36,35.0
ORD-048709,2025-01-19,2025-01,6315,2025-01-13,2025-01,Meta Ads,Mumbai,P106,Beauty & Grooming,1,499.0,0.0,499.0,60.0,9.98,150.0,279.02,0.0
ORD-048710,2025-07-04,2025-07,6356,2025-06-06,2025-06,Meta Ads,Delhi NCR,P101,Electronics,1,1999.0,299.85,1699.15,60.0,33.98,1200.0,405.1700000000001,15.0
ORD-048711,2026-06-05,2026-06,3043,2026-06-05,2026-06,Meta Ads,Pune,P102,Electronics,1,799.0,199.75,599.25,60.0,11.98,450.0,77.27,25.0
ORD-048712,2025-05-27,2025-05,10734,2025-03-23,2025-03,Organic Search,Hyderabad,P105,Home & Kitchen,1,999.0,99.9,899.1,60.0,17.98,400.0,421.12,10.0
ORD-048713,2025-10-14,2025-10,6881,2025-10-04,2025-10,Paid Search,Bengaluru,P103,Fashion,3,2697.0,943.95,1753.05,60.0,35.06,900.0,757.99,35.0
ORD-048714,2025-04-29,2025-04,5883,2025-04-09,2025-04,Influencer,Pune,P103,Fashion,1,899.0,0.0,899.0,60.0,17.98,300.0,521.02,0.0
ORD-048715,2025-03-23,2025-03,9314,2025-03-04,2025-03,Organic Search,Pune,P107,Beauty & Grooming,1,699.0,0.0,699.0,60.0,13.98,250.0,375.02,0.0
ORD-048716,2026-05-02,2026-05,6936,2026-04-02,2026-04,Organic Search,Mumbai,P101,Electronics,1,1999.0,99.95,1899.05,100.0,37.98,1200.0,561.0699999999999,5.0
ORD-048717,2024-11-26,2024-11,4289,2024-09-26,2024-09,Influencer,Hyderabad,P106,Beauty & Grooming,1,499.0,0.0,499.0,60.0,9.98,150.0,279.02,0.0
ORD-048718,2025-11-06,2025-11,8114,2025-09-20,2025-09,Paid Search,Delhi NCR,P105,Home & Kitchen,1,999.0,149.85,849.15,60.0,16.98,400.0,372.16999999999996,15.0
ORD-048719,2025-05-08,2025-05,9230,2025-03-23,2025-03,Meta Ads,Delhi NCR,P103,Fashion,1,899.0,224.75,674.25,100.0,13.48,300.0,260.77,25.0
ORD-048720,2026-06-01,2026-06,2962,2026-01-09,2026-01,Meta Ads,Mumbai,P105,Home & Kitchen,1,999.0,149.85,849.15,60.0,16.98,400.0,372.16999999999996,15.0
ORD-048721,2024-12-06,2024-12,6106,2024-12-03,2024-12,Paid Search,Bengaluru,P103,Fashion,1,899.0,224.75,674.25,100.0,13.48,300.0,260.77,25.0
ORD-048722,2025-04-04,2025-04,4837,2025-03-28,2025-03,Email Referral,Pune,P107,Beauty & Grooming,1,699.0,69.9,629.1,60.0,12.58,250.0,306.52000000000004,10.0
ORD-048723,2024-11-05,2024-11,5835,2024-11-03,2024-11,Meta Ads,Pune,P102,Electronics,1,799.0,119.85,679.15,80.0,13.58,450.0,135.56999999999996,15.0
ORD-048724,2025-06-22,2025-06,2027,2025-06-07,2025-06,Influencer,Bengaluru,P104,Fashion,1,1499.0,0.0,1499.0,100.0,29.98,600.0,769.02,0.0
ORD-048725,2026-04-28,2026-04,6929,2026-04-21,2026-04,Organic Search,Bengaluru,P103,Fashion,1,899.0,89.9,809.1,60.0,16.18,300.0,432.92,10.0
ORD-048726,2025-08-01,2025-08,9864,2025-07-14,2025-07,Organic Search,Delhi NCR,P102,Electronics,2,1598.0,0.0,1598.0,100.0,31.96,900.0,566.04,0.0
ORD-048727,2025-07-09,2025-07,5126,2025-06-02,2025-06,Organic Search,Bengaluru,P104,Fashion,1,1499.0,0.0,1499.0,60.0,29.98,600.0,809.02,0.0
ORD-048728,2024-10-20,2024-10,1628,2024-10-14,2024-10,Organic Search,Hyderabad,P101,Electronics,1,1999.0,0.0,1999.0,100.0,39.98,1200.0,659.02,0.0
ORD-048729,2025-05-25,2025-05,6287,2025-05-20,2025-05,Email Referral,Delhi NCR,P104,Fashion,1,1499.0,74.95,1424.05,60.0,28.48,600.0,735.5699999999999,5.0
ORD-048730,2026-01-07,2026-01,4161,2025-11-26,2025-11,Meta Ads,Delhi NCR,P102,Electronics,2,1598.0,399.5,1198.5,100.0,23.97,900.0,174.53,25.0
